0.2000	1.072	1.24
0.2033	1.098	1.26
0.2066	1.125	1.27
0.2138	1.173	1.29
0.2214	1.208	1.30
0.2296	1.238	1.31
0.2384	1.265	1.33
0.2480	1.298	1.35
0.2530	1.320	1.35
0.2583	1.343	1.35
0.2638	1.372	1.35
0.2695	1.404	1.33
0.2755	1.441	1.31
0.2818	1.476	1.26
0.2883	1.502	1.19
0.2952	1.519	1.08
0.2988	1.522	0.992
0.3024	1.496	0.882
0.3061	1.432	0.766
0.3100	1.323	0.647
0.3115	1.246	0.586
0.3139	1.149	0.540
0.3155	1.044	0.514
0.3179	0.932	0.504
0.3195	0.815	0.526
0.3220	0.708	0.565
0.3237	0.616	0.609
0.3263	0.526	0.663
0.3306	0.371	0.813
0.3324	0.321	0.902
0.3351	0.294	0.986
0.3397	0.259	1.12
0.3444	0.238	1.24
0.3542	0.209	1.44
0.3647	0.186	1.61
0.3757	0.200	1.67
0.3875	0.192	1.81
0.4000	0.173	1.95
0.4133	0.173	2.11
0.4275	0.160	2.26
0.4428	0.157	2.40
0.4592	0.144	2.56
0.4769	0.132	2.72
0.4959	0.130	2.88
0.5166	0.130	3.07
0.5391	0.129	3.25
0.5636	0.120	3.45
0.5904	0.121	3.66
0.6199	0.131	3.88
0.6526	0.140	4.15
0.6888	0.140	4.44
0.7293	0.148	4.74
0.7749	0.143	5.09
0.8266	0.145	5.50
0.8856	0.163	5.95
0.9537	0.198	6.43
1.033	0.226	6.99
1.127	0.251	7.67
1.240	0.329	8.49
1.265	0.375	7.78
1.291	0.383	7.92
1.305	0.358	8.95
